種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.8,9,0,9,1,0,1,0,2,1,1,0,10.0,6,0,8,4,0,2,2,1.0,0.167,-,5.0
Nighter,3.67,26,0,26,3,1,3,0,6,3,3,1,27.0,29,2,25,6,1,12,11,1.3,0.271,-,2.25
