種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.53,14,0,14,1,0,4,0,5,1,1,0,17.2,12,0,13,4,0,3,3,0.91,0.185,-,5.89
Visitor,4.66,21,0,21,3,1,0,0,3,3,3,1,19.1,23,2,20,6,1,11,10,1.5,0.295,-,1.76
