条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.360,27,25,9,3,0,1,0,0,0,1,1,0.346
1-0より,.273,12,11,3,2,0,0,0,1,0,0,0,0.333
2-0より,.600,5,5,3,2,0,0,0,0,0,0,0,0.6
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.500,14,14,7,0,0,1,0,0,0,0,0,0.5
1-1より,.182,13,11,2,0,0,0,0,0,1,1,0,0.25
2-1より,.333,6,6,2,0,0,0,0,0,0,0,0,0.333
3-1より,.500,5,4,2,1,0,0,0,1,0,0,0,0.6
0-2より,.077,13,13,1,0,0,0,6,0,0,0,0,0.077
1-2より,.130,23,23,3,0,0,0,13,0,0,0,0,0.13
2-2より,.053,19,19,1,1,0,0,8,0,0,0,0,0.053
3-2より,.167,18,12,2,0,0,0,6,6,0,0,0,0.444
