条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.2,93,85,17,5,0,0,17,4,1,2,1
対左打者,0.31,64,58,18,4,0,2,16,6,0,0,0
