種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.08,10,1,9,1,0,0,0,1,1,1,0,17.1,18,1,8,2,0,5,4,1.15,0.273,0.00,3.07
Visitor,2.13,11,0,11,0,0,0,1,0,1,0,0,12.2,12,1,10,4,1,3,3,1.26,0.245,-,4.22
