条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.381,23,21,8,1,0,1,0,0,0,1,1,0.364
1-0より,.500,6,6,3,0,0,1,0,0,0,0,0,0.5
2-0より,.333,4,3,1,0,0,0,0,0,0,1,0,0.333
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.000,7,6,0,0,0,0,0,0,0,1,0,0.0
1-1より,.462,13,13,6,1,0,0,0,0,0,0,0,0.462
2-1より,.000,5,5,0,0,0,0,0,0,0,0,0,0.0
3-1より,.000,4,2,0,0,0,0,0,2,0,0,0,0.5
0-2より,.077,13,13,1,0,0,0,4,0,0,0,0,0.077
1-2より,.333,21,21,7,2,1,0,7,0,0,0,0,0.333
2-2より,.190,21,21,4,2,0,0,5,0,0,0,0,0.19
3-2より,.000,8,4,0,0,0,0,2,3,1,0,0,0.5
