条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.262,66,61,16,4,0,1,10,2,1,1,1
対左打者,0.259,60,54,14,2,1,1,8,4,0,2,0
