球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,550,67.5%,150.1,100,70,137,160,55.8%,31.3%,.177,130,23,2,50,6,0
フォーク,171,21.0%,137.8,31,21,32,70,49.1%,38.8%,.059,34,2,0,17,4,0
チェンジアップ,47,5.8%,127.3,10,10,7,16,57.4%,47.6%,.200,5,1,1,1,0,0
カットボール,36,4.4%,140.1,3,5,7,17,41.7%,21.4%,.600,5,3,0,1,2,0
ナックルカーブ,9,1.1%,116.2,0,2,0,6,22.2%,0.0%,.000,2,0,0,1,0,0
スライダー,1,0.1%,125.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
シンカー,1,0.1%,-,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
