左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
50.0% (12),50.0% (12),50.0% (12),20.8% (5),20.8% (5),20.8% (5),29.2% (7),29.2% (7),29.2% (7)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (2),- (0),55.6% (10),33.3% (2),- (0),16.7% (3),33.3% (2),- (0),27.8% (5)
