アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,11,39.3%,安打,6,75.0%
フライ,7,25.0%,四死球,0,0.0%
空三振,6,21.4%,失策出塁,2,25.0%
見三振,3,10.7%,野選,0,0.0%
犠打,1,3.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
