打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,10,3,.300,0,4,0,0,0,0.3
2打席目,10,2,.200,0,2,0,0,0,0.2
3打席目,8,0,.000,0,3,0,1,0,0.0
4打席目,3,1,.333,0,0,0,0,0,0.333
5打席目以上,0,0,-,0,0,0,0,0,
