打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,96,27,0.281,4,23,13,1,0,0.367
2打席目,103,23,0.223,3,37,6,0,1,0.264
3打席目,99,27,0.273,4,34,9,0,0,0.333
4打席目,90,23,0.256,4,35,7,0,1,0.306
5打席目以上,26,6,0.231,0,10,6,0,0,0.375
