球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.289,53,200,180,25,52,15,0,9,94,20,59,16,1,2,1,1,2,2,3,.352,.522,0.874
甲子園,.194,12,41,36,3,7,4,0,0,11,6,13,3,0,2,0,0,0,0,1,.293,.306,0.598
横浜,.283,11,51,46,7,13,2,1,2,23,4,19,5,1,0,0,0,1,1,0,.353,.500,0.853
マツダスタジアム,.243,11,43,37,4,9,1,0,2,16,6,11,5,0,1,0,0,1,0,0,.349,.432,0.781
神宮,.094,9,35,32,0,3,0,0,0,3,0,14,3,0,0,0,0,0,0,0,.171,.094,0.265
バンテリンドーム,.365,13,54,52,9,19,2,0,3,30,9,15,2,1,0,0,0,1,0,0,.389,.577,0.966
Ce その他,.308,5,14,13,1,4,1,0,1,8,3,3,0,0,0,0,1,0,0,1,.286,.615,0.901
みずほPayPay,.273,3,11,11,0,3,1,0,0,4,0,3,0,0,0,0,0,0,0,0,.273,.364,0.636
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.125,2,8,8,0,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,.125,.125,0.25
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.250,4,19,16,1,4,0,0,0,4,1,4,3,0,0,0,0,0,0,1,.368,.250,0.618
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
