条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.521,74,71,37,8,1,5,0,1,1,1,0,0.534
1-0より,0.282,39,39,11,3,0,3,0,0,0,0,0,0.282
2-0より,0.286,8,7,2,1,0,0,0,1,0,0,0,0.375
3-0より,0.0,6,2,0,0,0,0,0,4,0,0,0,0.667
0-1より,0.45,22,20,9,3,0,0,0,0,1,0,1,0.455
1-1より,0.393,31,28,11,1,0,3,0,1,2,0,0,0.452
2-1より,0.316,19,19,6,1,0,1,0,0,0,0,0,0.316
3-1より,0.6,14,5,3,1,0,0,0,9,0,0,0,0.857
0-2より,0.03,33,33,1,1,0,0,22,0,0,0,0,0.03
1-2より,0.129,71,70,9,2,0,0,42,0,0,0,1,0.127
2-2より,0.204,94,93,19,2,0,4,51,0,1,0,0,0.213
3-2より,0.159,65,44,7,3,0,1,29,21,0,0,0,0.431
