球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,676,39.5%,144.1,50,127,151,214,48.5%,14.9%,.278,162,45,4,30,13,0
スライダー,274,16.0%,127.9,42,43,41,109,46.0%,34.4%,.133,60,8,1,21,3,0
ツーシーム,245,14.3%,138.7,10,51,45,74,43.3%,8.3%,.379,66,25,1,3,3,0
カットボール,210,12.3%,133.6,24,43,46,58,53.8%,22.0%,.234,47,11,1,8,4,0
チェンジアップ,144,8.4%,116.1,16,11,19,66,31.9%,23.9%,.250,40,10,1,8,0,0
フォーク,102,6.0%,134.4,16,8,16,42,39.2%,30.8%,.154,26,4,0,7,0,0
カーブ,51,3.0%,100.9,0,7,3,33,19.6%,0.0%,.250,8,2,0,0,1,0
ナックル,9,0.5%,100.0,0,1,0,6,11.1%,0.0%,.500,2,1,0,0,0,0
ナックルカーブ,1,0.1%,103.0,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
