アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,117,38.0%,安打,106,80.3%
フライ,111,36.0%,四死球,24,18.2%
空三振,61,19.8%,失策出塁,2,1.5%
見三振,16,5.2%,野選,0,0.0%
犠打,3,1.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
