条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.368,23,19,7,2,0,1,0,0,0,3,1,0.35
1-0より,.083,13,12,1,0,0,0,0,0,0,1,0,0.083
2-0より,1.000,1,1,1,0,0,1,0,0,0,0,0,1.0
3-0より,-,7,0,0,0,0,0,0,7,0,0,0,1.0
0-1より,.833,6,6,5,0,0,0,0,0,0,0,0,0.833
1-1より,.182,13,11,2,1,0,0,0,0,1,1,0,0.25
2-1より,.250,9,8,2,0,0,0,0,0,0,1,0,0.25
3-1より,.000,5,3,0,0,0,0,0,2,0,0,0,0.4
0-2より,.000,28,27,0,0,0,0,21,0,0,0,1,0.0
1-2より,.129,31,31,4,2,0,0,22,0,0,0,0,0.129
2-2より,.182,23,22,4,0,0,0,16,0,1,0,0,0.217
3-2より,.000,29,18,0,0,0,0,10,11,0,0,0,0.379
