球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,426,57.2%,154.9,60,51,116,136,53.3%,25.1%,0.19,84,16,2,28,10,1
スライダー,298,40.0%,138.1,79,42,26,119,49.3%,57.7%,0.127,71,9,0,40,10,1
チェンジアップ,21,2.8%,139.1,5,1,1,12,33.3%,62.5%,0.333,3,1,0,1,0,0
