条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.16,96,81,13,4,0,0,36,9,2,3,1
対左打者,0.169,92,77,13,1,0,2,33,11,0,3,1
