球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
エスコンＦ,1.09,24,0,24,1,0,7,1,8,2,1,0,24.2,17,1,18,7,2,3,3,0.97,0.195,-,8.22
みずほPayPay,0.00,4,0,4,0,0,0,0,0,0,0,0,4.0,2,0,7,1,0,0,0,0.75,0.143,-,99.00
ZOZOマリン,0.00,4,0,4,0,0,2,1,2,1,0,0,2.2,1,0,0,2,0,0,0,1.13,0.111,-,99.00
楽天モバイル,4.91,3,0,3,0,1,0,0,0,0,0,1,3.2,4,0,2,3,0,2,2,1.91,0.308,-,1.83
京セラD大阪,2.25,4,0,4,0,1,2,0,2,0,0,1,4.0,3,0,5,0,0,1,1,0.75,0.2,-,4.00
ベルーナドーム,1.93,5,0,5,0,0,2,1,2,1,0,0,4.2,3,0,1,1,0,1,1,0.86,0.2,-,4.67
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,0.00,1,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.0,0.0,-,99.00
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,0.00,2,0,2,0,0,1,0,1,0,0,0,2.1,1,0,4,0,0,0,0,0.43,0.143,-,99.00
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
