チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
阪神,1.62,10,2,8,0,1,0,0,0,0,0,0,16.2,13,0,12,5,0,3,3,1.08,0.236,1.80,7.67
ＤｅＮＡ,6.75,5,0,5,1,0,0,0,1,1,1,0,4.0,4,0,2,3,0,3,3,1.75,0.25,-,1.33
広島,2.45,9,1,8,2,3,0,0,2,2,2,2,14.2,18,1,13,2,0,6,4,1.36,0.31,1.50,3.22
ヤクルト,1.98,5,2,3,1,0,1,0,1,0,0,0,13.2,12,1,9,5,1,3,3,1.24,0.235,1.80,4.67
中日,0.0,5,0,5,0,0,2,0,2,0,0,0,4.1,1,0,4,1,0,0,0,0.46,0.067,-,99.0
