球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,702,45.6%,145.2,28,212,107,229,49.4%,10.7%,.272,147,40,3,30,11,1
スライダー,226,14.7%,128.8,17,46,42,66,46.5%,14.9%,.300,60,18,1,10,0,0
カットボール,149,9.7%,135.6,13,35,31,46,53.0%,19.1%,.179,28,5,0,6,0,0
フォーク,111,7.2%,135.5,14,11,26,33,45.9%,20.9%,.257,35,9,0,9,0,0
チェンジアップ,105,6.8%,126.1,15,12,10,41,35.2%,28.8%,.167,36,6,0,10,1,0
ツーシーム,103,6.7%,138.1,0,30,17,34,45.6%,0.0%,.318,22,7,0,0,0,0
カーブ,42,2.7%,115.3,1,16,4,18,50.0%,12.5%,.250,4,1,0,1,1,0
シュート,42,2.7%,144.0,2,13,9,11,57.1%,11.1%,.143,7,1,0,0,0,0
スプリット,16,1.0%,136.4,1,1,2,4,25.0%,9.1%,.250,8,2,0,0,0,0
縦スライダー,13,0.8%,127.2,0,3,2,7,38.5%,0.0%,.000,1,0,0,0,0,0
シンカー,9,0.6%,131.0,2,1,4,1,77.8%,28.6%,.000,2,0,0,1,0,0
スクリュー,9,0.6%,136.1,0,2,2,3,44.4%,0.0%,.000,2,0,0,0,1,0
ナックルカーブ,7,0.5%,127.2,3,1,1,1,71.4%,60.0%,.000,3,0,0,3,0,0
高速スライダー,3,0.2%,136.3,0,0,1,2,33.3%,0.0%,-,0,0,0,0,0,0
スラーブ,1,0.1%,127.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
ワンシーム,1,0.1%,-,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
スローボール,1,0.1%,89.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
