アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,92,32.9%,安打,89,81.7%
フライ,102,36.4%,四死球,15,13.8%
空三振,55,19.6%,失策出塁,5,4.6%
見三振,15,5.4%,野選,0,0.0%
犠打,16,5.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
