条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.182,21,11,2,2,0,0,0,0,0,10,0,0.182
1-0より,.421,23,19,8,1,0,2,0,0,0,4,0,0.421
2-0より,.000,4,3,0,0,0,0,0,0,0,0,1,0.0
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.283,48,46,13,3,0,1,0,0,1,1,0,0.298
1-1より,.289,40,38,11,1,0,0,0,0,0,2,0,0.289
2-1より,.333,24,24,8,3,0,0,0,0,0,0,0,0.333
3-1より,.375,16,8,3,1,0,1,0,7,0,0,1,0.625
0-2より,.220,41,41,9,1,0,0,15,0,0,0,0,0.22
1-2より,.191,68,68,13,4,0,0,24,0,0,0,0,0.191
2-2より,.246,69,69,17,3,0,0,22,0,0,0,0,0.246
3-2より,.179,33,28,5,0,0,0,9,5,0,0,0,0.303
