打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,94,22,0.234,0,17,2,0,0,0.25
2打席目,84,25,0.298,1,11,7,4,1,0.348
3打席目,84,21,0.25,2,23,4,4,0,0.284
4打席目,65,11,0.169,0,18,2,7,1,0.191
5打席目以上,20,7,0.35,1,0,0,0,0,0.35
