左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
42.8% (124),42.8% (124),42.8% (124),24.5% (71),24.5% (71),24.5% (71),32.8% (95),32.8% (95),32.8% (95)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
42.0% (37),100.0% (9),40.4% (78),31.8% (28),0.0% (0),22.3% (43),26.1% (23),0.0% (0),37.3% (72)
