球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.325,54,181,166,29,54,13,1,5,84,25,22,9,0,2,3,1,1,3,1,.365,.506,0.871
東京ドーム,.171,10,43,41,5,7,0,1,3,18,3,12,2,1,0,0,0,0,0,0,.209,.439,0.648
甲子園,.296,8,27,27,1,8,1,0,0,9,0,0,0,0,0,0,0,0,2,0,.296,.333,0.63
横浜,.241,13,56,54,3,13,3,1,0,18,2,8,1,0,1,0,0,0,0,0,.268,.333,0.601
神宮,.292,6,26,24,2,7,3,0,0,10,1,2,2,0,0,0,0,0,1,0,.346,.417,0.763
バンテリンドーム,.381,7,24,21,2,8,1,0,1,12,1,2,3,0,0,0,0,1,0,0,.458,.571,1.03
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
ZOZOマリン,.000,2,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.000,.000,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
