チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
日本ハム,.000,1,4,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,.250,.000,0.25
ロッテ,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天,.154,7,15,13,1,2,1,0,0,3,0,6,2,0,0,0,0,0,0,0,.267,.231,0.497
オリックス,.400,5,10,10,0,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,.400,.400,0.8
西武,.143,4,8,7,0,1,0,0,0,1,2,3,1,0,0,0,0,0,0,0,.250,.143,0.393
