条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.252,333,321,81,4,0,1,1,72,11,1,0,0,0.279
1塁,0.294,99,85,25,2,0,0,1,11,6,1,7,0,0.348
2塁,0.2,42,35,7,2,0,1,7,8,4,0,3,0,0.282
3塁,0.571,13,7,4,1,0,0,6,1,3,1,0,2,0.615
1・2塁,0.321,30,28,9,1,0,0,5,5,2,0,0,0,0.367
1・3塁,0.462,15,13,6,1,0,0,7,4,2,0,0,0,0.533
2・3塁,0.444,9,9,4,2,0,0,7,0,0,0,0,0,0.444
満塁,0.533,16,15,8,1,0,1,17,1,0,0,0,1,0.5
得点圏,0.355,125,107,38,8,0,2,49,19,11,1,3,3,0.41
