打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,117,30,0.256,0,25,8,0,0,0.304
2打席目,117,20,0.171,0,30,5,1,2,0.202
3打席目,114,37,0.325,2,15,7,3,0,0.364
4打席目,106,34,0.321,0,19,9,4,0,0.374
5打席目以上,47,20,0.426,0,9,2,2,1,0.44
