守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,.182,3,12,11,1,2,0,0,0,2,0,1,1,0,0,0,0,1,0,0,.250,.182,0.432
三塁手,.275,90,388,356,26,98,7,0,2,111,32,72,17,1,3,9,3,2,1,7,.311,.312,0.623
遊撃手,.306,32,145,134,13,41,7,0,0,48,17,25,10,1,0,1,0,3,1,3,.354,.358,0.712
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.250,12,12,12,1,3,0,0,1,6,2,4,0,0,0,0,0,0,0,0,.250,.500,0.75
