チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.182,3,12,11,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0.25,0.182,0.432
阪神,0.286,3,15,14,1,4,1,0,0,5,3,2,0,0,1,0,0,0,0,0,0.333,0.357,0.69
ＤｅＮＡ,0.083,3,12,12,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.083,0.083,0.167
広島,0.308,3,14,13,0,4,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0.357,0.308,0.665
ヤクルト,0.4,3,16,15,2,6,1,0,0,7,2,2,0,0,0,0,1,0,0,1,0.375,0.467,0.842
中日,0.417,3,12,12,3,5,0,0,1,8,2,3,0,0,0,0,0,0,0,0,0.417,0.667,1.083
