条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,10,9,3,0,0,1,0,0,0,1,0,.333
1-0より,.250,8,8,2,0,0,1,0,0,0,0,0,.250
2-0より,.000,2,2,0,0,0,0,0,0,0,0,0,.000
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.000
0-1より,.500,3,2,1,0,0,0,0,0,1,0,0,.667
1-1より,.556,9,9,5,0,0,1,0,0,0,0,0,.556
2-1より,-,1,0,0,0,0,0,0,0,0,1,0,-
3-1より,.667,6,3,2,1,0,0,0,3,0,0,0,.833
0-2より,.154,13,13,2,1,0,0,8,0,0,0,0,.154
1-2より,.130,23,23,3,0,0,0,7,0,0,0,0,.130
2-2より,.200,21,20,4,0,0,1,10,0,1,0,0,.238
3-2より,.167,18,12,2,0,1,1,7,6,0,0,0,.444
