防御率4.28,試合28,先発0,救援28,連投(試)1,連投(日)1,勝利2,敗戦1,HLD4,Ｓ0,ＨＰ6,ＳＰ2,救勝2,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.667,27.1,116,498,18.2,24,5,32,11,0,2,2,0,14,13,1.28,-
