種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,4.67,17,0,17,2,0,4,0,6,2,2,0,17.1,18,3,20,6,1,9,9,1.38,0.273,-,1.93
Nighter,3.6,11,0,11,0,1,0,0,0,0,0,1,10.0,6,2,12,5,1,5,4,1.1,0.171,-,2.0
