条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.288,78,73,21,3,2,0,0,1,0,0,4,0.282
1-0より,.229,35,35,8,1,0,1,0,0,0,0,0,0.229
2-0より,.250,4,4,1,0,0,0,0,0,0,0,0,0.25
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.273,44,44,12,2,0,1,0,0,0,0,0,0.273
1-1より,.361,37,36,13,3,0,0,0,0,0,0,1,0.351
2-1より,.200,15,15,3,1,0,0,0,0,0,0,0,0.2
3-1より,.500,14,6,3,1,0,0,0,8,0,0,0,0.786
0-2より,.182,45,44,8,1,0,1,20,0,0,0,1,0.178
1-2より,.205,80,78,16,2,0,0,36,0,1,0,1,0.213
2-2より,.345,58,58,20,4,1,0,12,0,0,0,0,0.345
3-2より,.189,44,37,7,1,0,0,14,5,0,0,2,0.273
