打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,130,32,0.246,3,17,11,0,0,0.305
2打席目,127,36,0.283,2,17,10,0,3,0.329
3打席目,134,35,0.261,4,19,6,0,0,0.293
4打席目,115,25,0.217,4,19,9,0,2,0.27
5打席目以上,22,7,0.318,1,4,5,0,0,0.444
