条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.24,292,279,67,15,0,9,9,36,12,1,0,0,0.274
1塁,0.241,120,112,27,3,0,3,7,17,8,0,0,0,0.292
2塁,0.243,48,37,9,1,0,0,7,5,11,0,0,0,0.417
3塁,0.067,17,15,1,0,0,0,3,5,1,0,0,1,0.118
1・2塁,0.4,45,40,16,1,0,0,10,8,5,0,0,0,0.467
1・3塁,0.313,18,16,5,1,0,1,8,2,1,0,0,1,0.333
2・3塁,0.333,14,12,4,1,0,0,9,3,1,0,0,1,0.357
満塁,0.353,20,17,6,0,0,1,14,0,1,0,0,2,0.35
得点圏,0.299,162,137,41,4,0,2,51,23,20,0,0,5,0.377
