条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.212,368,339,72,11,0,8,50,24,0,0,5
対左投手,0.333,206,189,63,11,0,6,26,16,1,0,0
