種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,5.4,6,0,6,0,2,0,0,0,0,0,2,8.1,8,3,6,5,0,5,5,1.56,0.258,-,1.67
Nighter,5.5,19,0,19,0,3,3,0,3,0,0,3,18.0,19,2,24,13,1,12,11,1.78,0.271,-,1.5
