条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.3,52,40,12,2,0,3,12,10,1,1,0
対左打者,0.246,72,61,15,2,0,2,18,8,0,3,0
