左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.4% (48),41.4% (48),41.4% (48),20.7% (24),20.7% (24),20.7% (24),37.9% (44),37.9% (44),37.9% (44)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
40.5% (15),0.0% (0),42.3% (33),29.7% (11),0.0% (0),16.7% (13),29.7% (11),100.0% (1),41.0% (32)
