左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
40.9% (36),40.9% (36),40.9% (36),25.0% (22),25.0% (22),25.0% (22),34.1% (30),34.1% (30),34.1% (30)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
30.0% (6),33.3% (1),44.6% (29),30.0% (6),33.3% (1),23.1% (15),40.0% (8),33.3% (1),32.3% (21)
