アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,43,48.3%,安打,23,54.8%
フライ,22,24.7%,四死球,18,42.9%
空三振,18,20.2%,失策出塁,1,2.4%
見三振,6,6.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
