種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,5.4,6,0,6,0,1,0,0,0,0,0,1,5.0,5,0,6,5,1,3,3,2.0,0.263,-,1.67
Nighter,2.2,18,0,18,1,0,2,0,3,1,1,0,16.1,15,0,19,9,2,4,4,1.47,0.25,-,4.08
