防御率2.95,試合24,先発0,救援24,連投(試)0,連投(日)0,勝利1,敗戦1,HLD2,Ｓ0,ＨＰ3,ＳＰ1,救勝1,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,21.1,98,386,18.1,20,0,25,14,0,3,1,1,7,7,1.59,-
