種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,0.77,13,0,13,1,0,1,0,2,1,1,0,11.2,4,0,15,8,1,1,1,1.03,0.105,-,11.67
Visitor,5.59,11,0,11,0,1,1,0,1,0,0,1,9.2,16,0,10,6,2,6,6,2.28,0.39,-,1.61
