球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,196,50.8%,155.0,8,47,38,63,47.4%,9.3%,.422,45,19,0,7,8,1
スライダー,82,21.2%,130.4,10,25,6,34,50.0%,43.5%,.071,14,1,0,7,2,1
カットボール,63,16.3%,138.6,13,7,14,22,54.0%,38.2%,.000,14,0,0,7,2,0
フォーク,26,6.7%,140.1,5,2,3,14,38.5%,50.0%,.000,6,0,0,4,1,1
シュート,19,4.9%,147.2,1,2,5,11,42.1%,16.7%,-,0,0,0,0,1,0
