アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,26,42.6%,安打,20,54.1%
フライ,8,13.1%,四死球,17,45.9%
空三振,15,24.6%,失策出塁,0,0.0%
見三振,10,16.4%,野選,0,0.0%
犠打,2,3.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
