条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.294,42,34,10,2,0,0,10,6,1,1,0
対左打者,0.222,56,45,10,0,0,0,15,8,2,1,0
