球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ベルーナドーム,2.00,16,16,0,5,5,0,0,0,0,0,0,99.0,80,4,64,27,3,24,22,1.08,0.216,2.48,-
みずほPayPay,11.05,2,2,0,0,2,0,0,0,0,0,0,7.1,14,1,3,3,1,13,9,2.32,0.424,2.00,-
エスコンＦ,3.60,2,2,0,1,0,0,0,0,0,0,0,10.0,11,3,5,3,0,5,4,1.4,0.268,6.75,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,3.86,2,2,0,0,2,0,0,0,0,0,0,11.2,17,1,7,3,0,5,5,1.71,0.34,1.38,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,0.00,1,1,0,1,0,0,0,0,0,0,0,6.0,5,0,2,2,0,0,0,1.17,0.238,2.57,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
