種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.64,8,8,0,1,4,0,0,0,0,0,0,47.0,51,5,25,13,1,24,19,1.36,0.271,2.7,-
Nighter,2.17,15,15,0,6,5,0,0,0,0,0,0,87.0,76,4,56,25,3,23,21,1.16,0.232,2.73,-
