打率.229,試合127,打席465,打数420,得点48,安打96,内安5,内安率5.2,２Ｂ23,３Ｂ1,本塁20,HR勝敗12-6-0,塁打181,打点56,三振125
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
43,6,1,1,0,3,3,50.0,7,0,10,.200,.302,.431,.733
