球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,721,38.7%,148.4,66,109,152,244,45.4%,17.9%,.270,189,51,10,40,11,0
スライダー,285,15.3%,133.0,40,47,41,113,44.9%,32.0%,.317,63,20,7,19,4,1
フォーク,216,11.6%,136.1,51,21,31,96,47.7%,51.5%,.087,46,4,0,29,5,0
カットボール,160,8.6%,138.4,32,27,18,61,48.1%,44.4%,.219,32,7,1,10,5,0
チェンジアップ,143,7.7%,129.7,26,15,14,65,38.5%,41.3%,.121,33,4,1,10,5,0
カーブ,117,6.3%,119.3,8,26,22,55,47.9%,22.2%,.182,11,2,0,5,0,0
ツーシーム,79,4.2%,142.3,9,15,11,31,44.3%,27.3%,.235,17,4,1,4,1,0
スプリット,64,3.4%,139.0,10,3,15,26,43.8%,28.6%,.077,13,1,0,3,3,0
シュート,23,1.2%,142.2,1,5,4,9,43.5%,11.1%,.000,5,0,0,1,1,0
シンカー,20,1.1%,134.9,5,0,3,9,40.0%,45.5%,.167,6,1,0,3,0,0
縦スライダー,16,0.9%,132.1,1,2,2,8,31.3%,16.7%,.500,4,2,0,1,0,0
ナックルカーブ,9,0.5%,127.7,0,2,2,4,44.4%,0.0%,.000,1,0,0,0,1,0
パワーカーブ,5,0.3%,123.2,0,2,1,2,60.0%,0.0%,-,0,0,0,0,1,0
スローカーブ,3,0.2%,88.7,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
スクリュー,2,0.1%,136.5,1,0,0,1,50.0%,100.0%,-,0,0,0,0,0,0
パーム,2,0.1%,119.0,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
