打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,101,27,0.267,7,30,9,0,0,0.327
2打席目,101,20,0.198,3,28,8,1,0,0.257
3打席目,95,20,0.211,5,32,13,0,0,0.306
4打席目,86,21,0.244,3,23,8,0,0,0.309
5打席目以上,21,4,0.19,0,7,3,0,0,0.292
