月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.204,26,104,98,10,20,6,0,5,41,13,24,6,1,0,0,0,0,0,2,.250,.418,0.668
5月,.262,23,95,84,12,22,9,0,5,46,13,23,10,1,1,0,0,0,1,3,.347,.548,0.895
6月,.239,20,75,67,5,16,2,0,4,30,9,20,8,3,0,0,0,1,0,2,.320,.448,0.768
7月,.233,20,69,60,9,14,3,1,3,28,7,24,9,1,0,0,0,0,0,0,.333,.467,0.8
8月,.197,22,78,71,7,14,1,0,2,21,7,25,6,0,0,1,0,1,1,0,.260,.296,0.556
9月,.250,16,44,40,5,10,2,0,1,15,7,9,4,0,0,0,0,1,1,0,.318,.375,0.693
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
