球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,449,42.7%,144.8,28,94,107,137,51.0%,12.8%,.309,97,30,2,17,9,2
スライダー,245,23.3%,131.0,23,33,47,93,42.0%,19.3%,.218,55,12,2,10,5,2
シンカー,160,15.2%,137.8,18,27,36,47,50.6%,20.9%,.200,40,8,0,10,2,0
カーブ,75,7.1%,111.7,7,17,5,33,38.7%,28.0%,.385,13,5,0,0,0,0
チェンジアップ,63,6.0%,129.0,4,9,13,24,41.3%,13.3%,.143,14,2,0,1,1,1
フォーク,59,5.6%,137.1,7,3,14,24,40.7%,21.9%,.462,13,6,0,3,1,1
カットボール,1,0.1%,144.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
