防御率4.12,試合12,先発12,救援0,連投(試)0,連投(日)0,勝利4,敗戦6,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.400,63.1,267,1052,16.6,63,4,41,19,1,6,2,0,31,29,1.29,41.7%
