チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,9.00,1,1,0,0,1,0,0,0,0,0,0,4.0,8,0,0,4,0,4,4,3.0,0.571,0.00,-
日本ハム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ロッテ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天,5.40,1,1,0,1,0,0,0,0,0,0,0,5.0,8,0,3,1,0,4,3,1.8,0.421,10.50,-
オリックス,5.40,1,1,0,1,0,0,0,0,0,0,0,5.0,6,0,2,1,0,3,3,1.4,0.3,10.80,-
西武,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
