種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.86,4,4,0,1,2,0,0,0,0,0,0,22.0,20,1,20,8,1,7,7,1.27,0.25,2.45,-
Nighter,4.79,8,8,0,3,4,0,0,0,0,0,0,41.1,43,3,21,11,5,24,22,1.31,0.283,3.98,-
