条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.273,26,22,6,0,1,0,0,1,0,3,0,0.304
1-0より,.118,19,17,2,0,0,0,0,0,1,1,0,0.167
2-0より,.500,6,6,3,0,0,0,0,0,0,0,0,0.5
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.273,24,22,6,0,1,0,0,0,2,0,0,0.333
1-1より,.348,25,23,8,0,0,2,0,0,1,1,0,0.375
2-1より,.250,8,8,2,0,0,0,0,0,0,0,0,0.25
3-1より,.500,9,4,2,0,0,0,0,5,0,0,0,0.778
0-2より,.200,25,25,5,1,0,0,9,0,0,0,0,0.2
1-2より,.271,51,48,13,1,0,0,16,0,1,0,2,0.275
2-2より,.270,41,37,10,3,0,1,11,0,1,0,3,0.268
3-2より,.300,31,20,6,0,1,1,5,11,0,0,0,0.548
