球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.302,22,45,43,4,13,1,0,2,20,2,5,2,0,0,0,0,0,0,0,.333,.465,0.798
東京ドーム,.182,5,11,11,0,2,1,0,0,3,0,2,0,0,0,0,0,0,0,0,.182,.273,0.455
甲子園,.000,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
マツダスタジアム,.000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
神宮,.167,5,8,6,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,.125,.167,0.292
バンテリンドーム,.167,5,19,18,1,3,0,0,0,3,0,3,0,0,0,1,0,0,0,1,.167,.167,0.333
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,.143,2,7,7,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,.143,.286,0.429
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.500,3,6,6,0,3,1,0,0,4,2,1,0,0,0,0,0,0,0,0,.500,.667,1.167
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
