アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,22,26.2%,安打,19,67.9%
フライ,39,46.4%,四死球,9,32.1%
空三振,15,17.9%,失策出塁,0,0.0%
見三振,5,6.0%,野選,0,0.0%
犠打,3,3.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
