打率.230,試合116,打席319,打数278,得点28,安打64,内安7,内安率10.9,２Ｂ11,３Ｂ2,本塁1,HR勝敗1-0-0,塁打82,打点15,三振45
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
15,1,3,21,2,7,7,50.0,8,0,3,.190,.275,.295,.570
